2024-04-19 19:39:54,007 | Guka.comunication.comunication | comunication.py[line:29] |  ERROR: [WinError 10061] 由于目标计算机积极拒绝，无法连接。 |  __init__
2024-04-25 16:27:55,504 | Guka.pet.pet | pet.py[line:530] |  INFO: 你好 |  audioTotext
2024-04-25 16:27:55,524 | Guka.comunication.comunication | comunication.py[line:85] |  INFO: 连接关闭 |  close_down
2024-04-25 16:27:55,526 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:27:56,891 | Guka.comunication.comunication | comunication.py[line:37] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:28:34,183 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:28:44,996 | Guka.comunication.comunication | comunication.py[line:37] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:34:40,023 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:35:00,542 | Guka.comunication.comunication | comunication.py[line:37] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:52:33,199 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:53:27,765 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:55:44,729 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:56:50,496 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:57:27,690 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 16:58:21,587 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 16:58:58,528 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 17:01:14,519 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 17:01:40,664 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 17:12:10,548 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 17:12:57,006 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 17:15:31,951 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 17:21:36,042 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 17:22:19,550 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 17:25:12,173 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 17:26:09,548 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 19:11:46,198 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 19:12:10,111 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 19:12:49,213 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 19:12:49,213 | Guka.pet.pet | pet.py[line:521] |  INFO: Recording... |  audioTotext
2024-04-25 19:12:53,099 | Guka.pet.pet | pet.py[line:528] |  INFO: 切换功能模式。 |  audioTotext
2024-04-25 19:12:53,108 | Guka.comunication.comunication | comunication.py[line:106] |  INFO: 连接关闭 |  close_down
2024-04-25 19:12:53,108 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 19:13:48,349 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 22:25:29,314 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 22:25:55,521 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 22:28:08,490 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 22:29:00,301 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 23:50:28,782 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 23:50:49,976 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 23:55:32,788 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-25 23:55:52,484 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-25 23:56:39,697 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 00:03:53,900 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 00:04:05,058 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:04:37,154 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:05:00,511 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:18:23,602 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:18:39,331 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:27:23,455 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:27:41,239 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:28:26,813 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:40:57,844 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:42:26,559 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:47:29,266 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 11:47:49,735 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 11:59:51,493 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 12:00:06,368 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 12:09:24,575 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 12:09:42,623 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 12:22:21,244 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 12:22:32,075 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-26 21:01:15,891 | Guka.pet.pet | pet.py[line:157] |  ERROR: arguments did not match any overloaded call:
  addAction(self, action: QAction): argument 1 has unexpected type 'method'
  addAction(self, text: str): argument 1 has unexpected type 'method'
  addAction(self, icon: QIcon, text: str): argument 1 has unexpected type 'method'
  addAction(self, text: str, slot: PYQT_SLOT, shortcut: Union[QKeySequence, QKeySequence.StandardKey, str, int] = 0): argument 1 has unexpected type 'method'
  addAction(self, icon: QIcon, text: str, slot: PYQT_SLOT, shortcut: Union[QKeySequence, QKeySequence.StandardKey, str, int] = 0): argument 1 has unexpected type 'method' |  initPall
2024-04-26 21:01:15,993 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 21:02:34,486 | Guka.pet.pet | pet.py[line:157] |  ERROR: arguments did not match any overloaded call:
  addAction(self, action: QAction): argument 1 has unexpected type 'method'
  addAction(self, text: str): argument 1 has unexpected type 'method'
  addAction(self, icon: QIcon, text: str): argument 1 has unexpected type 'method'
  addAction(self, text: str, slot: PYQT_SLOT, shortcut: Union[QKeySequence, QKeySequence.StandardKey, str, int] = 0): argument 1 has unexpected type 'method'
  addAction(self, icon: QIcon, text: str, slot: PYQT_SLOT, shortcut: Union[QKeySequence, QKeySequence.StandardKey, str, int] = 0): argument 1 has unexpected type 'method' |  initPall
2024-04-26 21:02:34,579 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-26 21:03:49,528 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 10:57:24,743 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 10:58:16,974 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 11:37:15,747 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 11:38:12,656 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 11:42:43,272 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 11:43:31,649 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 12:30:49,824 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 12:31:14,165 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 12:34:43,601 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 12:49:21,383 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 12:49:44,895 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 12:50:44,951 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 12:59:38,177 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 12:59:59,688 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 13:08:37,959 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 13:08:54,102 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:12:36,951 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:14:48,679 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:15:06,097 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:26:01,598 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:26:43,662 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:28:43,957 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:28:57,831 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:34:19,829 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:34:54,263 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:41:14,109 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:41:35,863 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:42:03,467 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:49:02,667 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:49:20,194 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 15:50:17,628 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 15:50:37,263 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 16:00:25,191 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 16:00:46,076 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 16:07:13,889 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 16:07:29,026 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:01:27,423 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 18:01:54,820 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:11:55,333 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 18:12:24,748 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:14:26,853 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:19:32,711 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 18:19:57,082 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:21:07,997 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 18:30:51,098 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 18:31:16,520 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 20:50:20,359 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 20:50:49,464 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 20:54:42,393 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 20:54:58,632 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 20:55:16,423 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 20:58:59,989 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 20:59:18,445 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:01:35,113 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:01:55,585 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:04:40,724 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:13:42,953 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:28:22,055 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:28:38,852 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:34:31,877 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:34:49,542 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:34:54,626 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: (-2147024809, '参数错误。', (None, None, None, 0, None)) |  set_auidio_volume
2024-04-27 21:40:29,754 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:40:54,582 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:40:59,778 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: can't multiply sequence by non-int of type 'float' |  set_auidio_volume
2024-04-27 21:44:22,241 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:44:37,983 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:44:43,184 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: can't multiply sequence by non-int of type 'float' |  set_auidio_volume
2024-04-27 21:45:18,437 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:45:21,988 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: can't multiply sequence by non-int of type 'float' |  set_auidio_volume
2024-04-27 21:52:07,670 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:52:26,027 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:55:31,037 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 21:55:50,894 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 21:55:56,099 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: (-2147024809, '参数错误。', (None, None, None, 0, None)) |  set_auidio_volume
2024-04-27 21:59:36,747 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 22:00:31,066 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 22:00:46,567 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 22:00:51,753 | Guka.tool.windowsApi | windowsApi.py[line:231] |  ERROR: (-2147024809, '参数错误。', (None, None, None, 0, None)) |  set_auidio_volume
2024-04-27 22:03:25,289 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 22:05:04,735 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 22:08:05,379 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 22:08:19,052 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 22:16:21,349 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-27 22:16:50,731 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-27 22:16:55,936 | Guka.tool.windowsApi | windowsApi.py[line:230] |  ERROR: can only concatenate str (not "float") to str |  set_auidio_volume
2024-04-28 17:56:08,230 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 17:56:35,725 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 17:58:05,516 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 18:57:02,817 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 18:57:29,053 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:11:00,259 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:11:31,528 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:11:42,318 | Guka.comunication.comunication | comunication.py[line:106] |  INFO: 连接关闭 |  close_down
2024-04-28 20:13:24,822 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:13:47,793 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:13:58,284 | Guka.comunication.comunication | comunication.py[line:106] |  INFO: 连接关闭 |  close_down
2024-04-28 20:18:17,110 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:18:37,241 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:22:19,438 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:22:45,323 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:23:39,049 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:23:43,714 | Guka.liaotian.entrance | entrance.py[line:105] |  INFO: {'time': '20点24分', 'text': '别忘了写作业'} |  run
2024-04-28 20:28:55,265 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:29:27,749 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:31:05,622 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:31:50,351 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:31:50,351 | Guka.pet.pet | pet.py[line:521] |  INFO: Recording... |  audioTotext
2024-04-28 20:31:53,884 | Guka.pet.pet | pet.py[line:524] |  INFO: 回来 |  audioTotext
2024-04-28 20:31:53,900 | Guka.comunication.comunication | comunication.py[line:106] |  INFO: 连接关闭 |  close_down
2024-04-28 20:31:53,901 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:32:19,996 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:32:25,722 | Guka.liaotian.entrance | entrance.py[line:105] |  INFO: {'time': '20时34分', 'text': ' reminding you to write your homework'} |  run
2024-04-28 20:34:00,004 | Guka.liaotian.entrance | entrance.py[line:118] |  INFO: 时间到了！现在要 reminding you to write your homework。 |  regular_reminder
2024-04-28 20:40:22,996 | Guka.pet.pet | pet.py[line:517] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 20:40:44,967 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 20:40:50,813 | Guka.liaotian.entrance | entrance.py[line:105] |  INFO: {'time': '20点41分', 'text': ' reminder'} |  run
2024-04-28 20:41:00,007 | Guka.liaotian.entrance | entrance.py[line:118] |  INFO: 时间到了！现在要 reminder。 |  regular_reminder
2024-04-28 20:41:00,100 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 23:39:14,684 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 23:39:14,857 | Guka.pet.pet | pet.py[line:522] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 23:47:34,793 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 23:47:34,918 | Guka.pet.pet | pet.py[line:522] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 23:53:02,585 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 23:53:02,712 | Guka.pet.pet | pet.py[line:522] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-28 23:54:35,398 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-28 23:54:35,525 | Guka.pet.pet | pet.py[line:522] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-29 10:09:03,219 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:09:16,551 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:09:22,671 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:09:22,717 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:09:22,890 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:09:23,084 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:10:40,399 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:10:40,553 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-29 10:15:42,040 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 10:15:42,167 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-29 10:15:52,152 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:17:53,118 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:17:53,248 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-29 16:18:30,492 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:21:18,345 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:21:18,345 | Guka.pet.pet | pet.py[line:523] |  INFO: Recording... |  audioTotext
2024-04-29 16:21:22,319 | Guka.pet.pet | pet.py[line:526] |  INFO: 切换功能模式 |  audioTotext
2024-04-29 16:21:22,321 | Guka.comunication.comunication | comunication.py[line:106] |  INFO: 连接关闭 |  close_down
2024-04-29 16:21:22,321 | Guka.pet.pet | pet.py[line:519] |  INFO: Press 'alt' + 'q' to start recording... |  audioTotext
2024-04-29 16:21:59,186 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:23:23,740 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
2024-04-29 16:36:45,592 | Guka.comunication.comunication | comunication.py[line:39] |  INFO: 通讯模块开启 |  __init__
